name,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Rio Rancho,Valid,L6,1001,Found,01/01/2011 12:00:00 AM,35.3,-106.63333,"(35.300000, -106.633330)"
River,Valid,L5,190.5,Found,01/01/1965 12:00:00 AM,-30.36667,126.01667,"(-30.366670, 126.016670)"
Riverton,Valid,H5,103.3,Found,01/01/1960 12:00:00 AM,50.94,-96.99167,"(50.940000, -96.991670)"
Roach,Valid,LL6,10.56,Found,01/01/1998 12:00:00 AM,35.63333,-115.36667,"(35.633330, -115.366670)"
Roach Dry Lake 002,Valid,L6,5,Found,01/01/2000 12:00:00 AM,35.65933,-115.37167,"(35.659330, -115.371670)"
Roach Dry Lake 003,Valid,H5,4.2,Found,01/01/2000 12:00:00 AM,35.6717,-115.36722,"(35.671700, -115.367220)"
Roach Dry Lake 006,Valid,H6,6.53,Found,01/01/2001 12:00:00 AM,35.68345,-115.34703,"(35.683450, -115.347030)"
Roach Dry Lake 021,Valid,H6,59.2,Found,01/01/2001 12:00:00 AM,35.67298,-115.36717,"(35.672980, -115.367170)"
Roach Dry Lake 027,Valid,H5,18.65,Found,01/01/2002 12:00:00 AM,35.68078,-115.34062,"(35.680780, -115.340620)"
Roach Dry Lake 030,Valid,EL6,10.13,Found,01/01/2002 12:00:00 AM,35.67405,-115.36807,"(35.674050, -115.368070)"
Roach Dry Lake 031,Valid,H6,36.2,Found,01/01/2002 12:00:00 AM,35.6701,-115.37248,"(35.670100, -115.372480)"
Roach Dry Lake 064,Valid,H6,18.26,Found,01/01/2002 12:00:00 AM,35.67725,-115.3566,"(35.677250, -115.356600)"
Roach Dry Lake 075,Valid,H6,29.9,Found,01/01/2002 12:00:00 AM,35.67355,-115.35067,"(35.673550, -115.350670)"
Roach Dry Lake 113,Valid,H5,39.6,Found,01/01/2010 12:00:00 AM,35.66594,-115.37081,"(35.665940, -115.370810)"
Roberts Butte 03001,Valid,H4,33.2,Found,01/01/2003 12:00:00 AM,-72.65333,160.30703,"(-72.653330, 160.307030)"
Roberts Massif 03520,Valid,LL6,1327.7,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03521,Valid,LL5,1378,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03522,Valid,CK5,282.4,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03523,Valid,CM2,6.7,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03524,Valid,H6,182.6,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03525,Valid,L5,299.7,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03526,Valid,H5,269,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03527,Valid,L5,142.3,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03528,Valid,LL6,78.3,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03529,Valid,H5,128.5,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03530,Valid,H5,23.13,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03531,Valid,H5,72.4,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03532,Valid,LL5,7.8,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03533,Valid,LL5,42.6,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03534,Valid,H5,19,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03535,Valid,H6,9.87,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03536,Valid,H6,7.25,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03537,Valid,L5,6.77,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 03538,Valid,L6,11.77,Found,01/01/2003 12:00:00 AM,,,
Roberts Massif 04100,Valid,L6,2609,Found,01/01/2004 12:00:00 AM,,,
Roberts Massif 04101,Valid,L5,1918.6,Found,01/01/2004 12:00:00 AM,,,
Roberts Massif 04102,Valid,L5,1328.4,Found,01/01/2004 12:00:00 AM,,,
Roberts Massif 04103,Valid,H5,184.9,Found,01/01/2004 12:00:00 AM,,,
Roberts Massif 04104,Valid,LL5,204.8,Found,01/01/2004 12:00:00 AM,,,
Roberts Massif 04105,Valid,L5,298.2,Found,01/01/2004 12:00:00 AM,,,
Roberts Massif 04106,Valid,L4,292.4,Found,01/01/2004 12:00:00 AM,,,
Roberts Massif 04107,Valid,LL5,522.9,Found,01/01/2004 12:00:00 AM,,,
Roberts Massif 04108,Valid,L6,386.1,Found,01/01/2004 12:00:00 AM,,,
Roberts Massif 04109,Valid,LL6,198.9,Found,01/01/2004 12:00:00 AM,,,
Roberts Massif 04110,Valid,LL6,172.1,Found,01/01/2004 12:00:00 AM,,,
Roberts Massif 04111,Valid,H6,273.6,Found,01/01/2004 12:00:00 AM,,,
Roberts Massif 04112,Valid,LL5,204.3,Found,01/01/2004 12:00:00 AM,,,
Yamato 983586,Valid,L6,3.47,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983587,Valid,H6,20.38,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983588,Valid,H6,13.88,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983589,Valid,CO3,35.16,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983591,Valid,LL4,12.46,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983592,Valid,H4,76.83,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983593,Valid,L5,26.34,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983594,Valid,LL-melt breccia,5.82,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983595,Valid,L-melt breccia,8.39,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983596,Valid,H5,29.98,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983597,Valid,H5,30.86,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983598,Valid,L5/6,8.81,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983599,Valid,H5,57.28,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983600,Valid,H5,26.33,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983601,Valid,H6,43.17,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983602,Valid,H6,11.91,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983603,Valid,H6,14.18,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983604,Valid,H4,12.38,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983606,Valid,H4,86.63,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983607,Valid,H4,12.24,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983608,Valid,H4,10.13,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983609,Valid,LL-melt breccia,7.34,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983610,Valid,L6,11.54,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983611,Valid,H4,41.42,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983612,Valid,H4,12.33,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983618,Valid,H6,4.76,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983619,Valid,H6,12.09,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983620,Valid,L6,141.5,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983621,Valid,H6,9.05,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983622,Valid,H5,8.54,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983623,Valid,H5,9.92,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983624,Valid,H6,13.32,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983626,Valid,L6,15.69,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983627,Valid,H5,10.8,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983628,Valid,H6,21.91,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983629,Valid,H/L6,4.46,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983630,Valid,H6,22.77,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983632,Valid,LL-melt breccia,3.34,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983634,Valid,LL-melt breccia,14.69,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983635,Valid,LL-melt breccia,11.67,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983636,Valid,LL-melt breccia,8.99,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983637,Valid,LL-melt breccia,6.9,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983638,Valid,LL-melt breccia,41.52,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983639,Valid,LL-melt breccia,8.59,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983640,Valid,LL-melt breccia,8.44,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983642,Valid,LL-melt breccia,7.5,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983643,Valid,LL-melt breccia,4.61,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983644,Valid,H5,14.95,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983645,Valid,H5,164.9,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983646,Valid,H6,7.27,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983647,Valid,H4,15.06,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983648,Valid,H5,12.57,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983649,Valid,L6,94.35,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983650,Valid,H4,3.35,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983651,Valid,H6,7.13,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983652,Valid,H6,17.32,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983653,Valid,H6,8.88,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983654,Valid,L6,14.01,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983655,Valid,H5,4.65,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983658,Valid,LL6,7.21,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983659,Valid,H4,29.79,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983660,Valid,H4,28.88,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983662,Valid,H4,8.25,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983663,Valid,LL-melt breccia,9.6,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983664,Valid,L-melt breccia,3.45,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983665,Valid,H5,6.08,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983666,Valid,LL-melt breccia,8.36,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983667,Valid,LL-melt breccia,7.43,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983668,Valid,LL-melt breccia,7.75,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983673,Valid,LL-melt breccia,11.84,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983674,Valid,LL-melt breccia,8.21,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983675,Valid,LL-melt breccia,5.37,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983676,Valid,LL-melt breccia,3.7,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983677,Valid,LL-melt breccia,4.22,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983678,Valid,LL-melt breccia,5.65,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983679,Valid,LL-melt breccia,3.95,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983680,Valid,LL-melt breccia,4.07,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983681,Valid,LL-melt breccia,3.73,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983682,Valid,LL-melt breccia,3.73,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983686,Valid,LL-melt breccia,4.68,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983687,Valid,LL-melt breccia,61.54,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983688,Valid,LL-melt breccia,40.32,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983689,Valid,LL-melt breccia,36.72,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983690,Valid,LL-melt breccia,7.85,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983691,Valid,LL-melt breccia,3.71,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983692,Valid,LL-melt breccia,5.4,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983693,Valid,LL-melt breccia,8.75,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983694,Valid,LL-melt breccia,29.24,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983695,Valid,LL-melt breccia,9.6,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983696,Valid,LL-melt breccia,3.88,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983700,Valid,LL5,21.71,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983701,Valid,LL5,5.28,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983702,Valid,H4,65.12,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983703,Valid,H4,13.77,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983704,Valid,H4,6.23,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983705,Valid,H5,80.71,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983706,Valid,H3-6,36.9,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983707,Valid,H4,5.3,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983708,Valid,H4,3.5,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983709,Valid,H4,3.55,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983715,Valid,H4,103.1,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983716,Valid,H4,116.2,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983719,Valid,L6,5.62,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983720,Valid,R4,13.89,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983722,Valid,H4,18.9,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983723,Valid,H4,127.1,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983724,Valid,H4,4.65,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983726,Valid,H4,12.38,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983727,Valid,H4,9.8,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983728,Valid,H4,5.99,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983729,Valid,L-melt breccia,4.04,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983730,Valid,H4-5,26.49,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983731,Valid,H4,15.73,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983732,Valid,H4,28.76,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983733,Valid,H4,13.95,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983734,Valid,H4,3.11,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983735,Valid,LL-melt breccia,3.53,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983736,Valid,L-melt breccia,15.71,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983738,Valid,LL-melt breccia,5.53,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983742,Valid,LL,9.56,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983745,Valid,LL-melt breccia,5.87,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983746,Valid,LL-melt breccia,16.83,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983747,Valid,H4,6.32,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983748,Valid,L6,301,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983749,Valid,H4,64.2,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983750,Valid,LL-melt breccia,18.92,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983752,Valid,L6,4.23,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983753,Valid,H6,5.99,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983754,Valid,H4,6.86,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983755,Valid,L6,7.86,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983756,Valid,L6,79.02,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983757,Valid,L6,68.24,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983758,Valid,L6,20.38,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983759,Valid,L6,13,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983761,Valid,H4,13.91,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983762,Valid,H5,15.51,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983764,Valid,H6,3.57,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983766,Valid,L6,20.69,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983767,Valid,H4,7.77,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983768,Valid,L6,18.98,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983769,Valid,L6,5.74,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983770,Valid,L6,6.57,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983771,Valid,L6,355,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983772,Valid,L6,176.7,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983773,Valid,L6,18.99,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983774,Valid,H5,11.54,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983775,Valid,H5,6.97,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983776,Valid,H5,7.31,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983777,Valid,H6,7.73,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983778,Valid,H5,9.15,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983779,Valid,H5,7.91,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983780,Valid,H5,6.7,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983781,Valid,H6,7.49,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983782,Valid,H6,7.43,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983783,Valid,H5,6.28,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983784,Valid,H5,5.93,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983785,Valid,H5,5.93,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983786,Valid,H5,4.92,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983787,Valid,H5,4.74,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983788,Valid,H4,6.52,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983789,Valid,H4,4.93,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983790,Valid,H4,4.6,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983791,Valid,H5,4.65,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983792,Valid,H4,5.92,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983793,Valid,H5,4.32,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983794,Valid,H5,5.24,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983795,Valid,H4,4.98,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983796,Valid,H5,3.76,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983797,Valid,H5,3.97,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983798,Valid,H5,4.7,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983799,Valid,H5,3.18,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983800,Valid,H5,3.13,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983801,Valid,H5,3.26,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983806,Valid,H5,4.83,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983807,Valid,Diogenite,17.36,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983809,Valid,H5,52.91,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983810,Valid,H5,17.89,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983811,Valid,H6,13.74,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983812,Valid,H4,15.1,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983813,Valid,H4,14.65,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983814,Valid,H4,11.7,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983815,Valid,H4,12.81,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983816,Valid,H4,9.96,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983817,Valid,H4,8.7,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983818,Valid,H4,7.56,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983819,Valid,H4,6.25,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983820,Valid,H4,7.22,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983821,Valid,H4,3.06,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983822,Valid,H4,3.79,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983824,Valid,H4,4.04,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983825,Valid,H4,5.53,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983827,Valid,H4,3.41,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983828,Valid,H5,81.56,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983829,Valid,H4,55.79,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983830,Valid,H4,50.58,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983831,Valid,H4,42.9,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
Yamato 983832,Valid,H4,29.95,Found,01/01/1998 12:00:00 AM,0,0,"(0.000000, 0.000000)"
